Geo Point;Geo Shape;objectid;id_lot;codcom;surfha;numads;numparc;typelot;nblot;datedecist;daact1;vocation;maouvr;etape;contrplh;datesig;date_modif;nomlot;decis;datedecis;datedecism;datetrans;modame;nature;nblog;prlog;amecrea;nblogplh;plh;obs;urbcrea
48.0815054272, -1.72991627459;"{""type"": ""Polygon"", ""coordinates"": [[[-1.728973845524685, 48.08187959329113], [-1.729022305477348, 48.081818485765375], [-1.729167638649505, 48.08162732523867], [-1.729297050817258, 48.08145907731029], [-1.729386616246428, 48.081353474790966], [-1.729533696486466, 48.081199007347195], [-1.729628386449663, 48.08110824233441], [-1.729802057832459, 48.08096367363523], [-1.729945450881175, 48.08085702643676], [-1.73008426078725, 48.08076786914805], [-1.7301290696113, 48.08074212340955], [-1.730901966055691, 48.08153031830323], [-1.729516650739685, 48.08217333606931], [-1.729434819562956, 48.08211996337483], [-1.729144576243238, 48.081962588654264], [-1.728973845524685, 48.08187959329113]]]}";168;309;35281;1.12953385;DP 35281 14 M0053;;Déclaration préalable;1;20140831;;Activités;Communale;En cours d'aménagement;;20150211JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.1922852758, -1.83633929168;"{""type"": ""Polygon"", ""coordinates"": [[[-1.836657537178573, 48.192414885451555], [-1.836510249351932, 48.19244098757147], [-1.836362961376135, 48.19246708950309], [-1.836215681683622, 48.19249328100954], [-1.836205281798742, 48.192467223295445], [-1.836148409811484, 48.192323801989915], [-1.836093127605315, 48.19233360339792], [-1.836032887430229, 48.19218158212657], [-1.836022479268577, 48.192155434630926], [-1.836132909055526, 48.19213583749337], [-1.836243473007543, 48.192116234611746], [-1.836354036875474, 48.19209663162405], [-1.8364643321615, 48.192077039807124], [-1.836474740531443, 48.19210318726337], [-1.836534981917966, 48.19225520830665], [-1.83659026395605, 48.19224540668662], [-1.83664713708615, 48.19238882777683], [-1.836657537178573, 48.192414885451555]]]}";808;442;35216;0.13589499;DP 35216 14 U0003;A1771, 1772, 1773, 1774, 1775, 1776, 1777;Déclaration préalable;7;;;Habitat;Communale;En cours d'aménagement;;20170522MT;2017-09-05T10:09:21Z;La Croix Cornillé;AM;20140401;;;;;;;;;;nom de la DP actualisé par MB le 22/04/2016;
48.2217199979, -1.78391380194;"{""type"": ""Polygon"", ""coordinates"": [[[-1.784449242277153, 48.22169931213309], [-1.783680064784184, 48.22205186946909], [-1.783560237321118, 48.22197123698594], [-1.78346464391232, 48.22191338811846], [-1.783364743739974, 48.221855627855376], [-1.784052902314308, 48.22135252371301], [-1.784096929582896, 48.22138079339967], [-1.784132762706615, 48.22140940329585], [-1.78417715495368, 48.22144594818518], [-1.784292921421983, 48.2215525209288], [-1.784378934008823, 48.22162914997216], [-1.784449242277153, 48.22169931213309]]]}";364;501;35120;0.2914797;DP 35120 16 M0004;AI0136;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20161219MT;2017-09-05T10:09:21Z;;AM;20160223;;;;;;;;;;;
47.9844100967, -1.58865572345;"{""type"": ""Polygon"", ""coordinates"": [[[-1.589380884755899, 47.984809494914636], [-1.589211681377496, 47.98444404768352], [-1.588987246411854, 47.98452078478922], [-1.588711597541211, 47.9845512748687], [-1.588426723263131, 47.9845428482622], [-1.588266583008954, 47.98453348613058], [-1.588266543555489, 47.98451943159033], [-1.587998728173595, 47.98452023291383], [-1.587998199252058, 47.984420509710986], [-1.587998012496968, 47.98433825286182], [-1.588243032241267, 47.98431349484385], [-1.588265022511602, 47.98431477768002], [-1.588335897593279, 47.984307347272235], [-1.588433903455708, 47.984297119544955], [-1.588509443320879, 47.984289322215595], [-1.5886805816758, 47.98427139319936], [-1.5890944352062, 47.9842299675984], [-1.589138863950357, 47.98422548694279], [-1.589179525980012, 47.984298015167205], [-1.589228017240316, 47.98439221536174], [-1.589329468963531, 47.98463549006534], [-1.589396262810634, 47.9848073478652], [-1.589380884755899, 47.984809494914636]]]}";90;193;35088;0.25392895;LT 35088 06 U3001;;Lotissement;3;;;Habitat;Communale;En cours d'aménagement;Non;20140826JC;2017-09-05T10:09:21Z;Chatel;AM;20070503;20090604;;;;;;;;;;
48.2223381771, -1.79502618011;"{""type"": ""Polygon"", ""coordinates"": [[[-1.795435274742448, 48.22242265144255], [-1.794760504304795, 48.22250407925769], [-1.79472076592431, 48.22250888682006], [-1.794699654038627, 48.22247480123733], [-1.794679179890924, 48.2224417704778], [-1.794672786061742, 48.22243104267297], [-1.794666921200392, 48.22242020274324], [-1.794661593671525, 48.222409340454234], [-1.794656652412468, 48.22239828186469], [-1.794652114152871, 48.222387206505736], [-1.79464823082749, 48.22237592366689], [-1.794644758865876, 48.22236471382427], [-1.794641815870316, 48.222353391857126], [-1.794639267508149, 48.22234196335521], [-1.794637390808614, 48.22233050690467], [-1.794635925471602, 48.22231912345046], [-1.794634854767083, 48.22230763346156], [-1.794634455724096, 48.2222961155241], [-1.794634459677826, 48.22228458081749], [-1.794636450661792, 48.22220754094651], [-1.794676808315797, 48.22220793422425], [-1.794905756259614, 48.22221048235501], [-1.795124318838066, 48.222213011655626], [-1.795464097135032, 48.222216803766536], [-1.795435274742448, 48.22242265144255]]]}";324;461;35120;0.16790166;DP 35120 14 U0048;AM627, 628, 629;Déclaration préalable;3;20141107;;Habitat;Communale;En cours d'aménagement;;20160704MT;2017-09-05T10:09:21Z;;AM;;;;;;;;;;;;
48.1497131536, -1.83462592198;"{""type"": ""Polygon"", ""coordinates"": [[[-1.834345579922574, 48.14997826852162], [-1.834238117334105, 48.149844812966045], [-1.834206871004708, 48.14980602327338], [-1.834130805673869, 48.149710089336395], [-1.834018251712123, 48.149568286316715], [-1.834008781363381, 48.14955633803444], [-1.833976243313987, 48.149515259493214], [-1.834067422437105, 48.1494880881521], [-1.834424969079307, 48.149377630567805], [-1.834746560629301, 48.14927724387109], [-1.834775883230374, 48.14930701233725], [-1.834781662721006, 48.14931406904309], [-1.834877808315664, 48.1494302464157], [-1.834892689009913, 48.149448185430856], [-1.834989561410846, 48.14957640800816], [-1.835010767987457, 48.14960435464409], [-1.835026487938508, 48.149624060739306], [-1.835164394269339, 48.1497963388296], [-1.835198887843365, 48.149839587853535], [-1.835214771928547, 48.14985099616688], [-1.83524044369268, 48.14985189993489], [-1.835269365924527, 48.149847260013225], [-1.835292647033285, 48.14988295969953], [-1.835319032157228, 48.149923034841315], [-1.83524006418794, 48.14994113278682], [-1.83517803857343, 48.14995608551245], [-1.835035301630486, 48.149990651152095], [-1.834941412167626, 48.1500133411114], [-1.834820395230749, 48.15004257798108], [-1.834688044282621, 48.15007445379616], [-1.834599947173782, 48.15009572854], [-1.834466028385886, 48.15012812055626], [-1.834345579922574, 48.14997826852162]]]}";185;326;35275;0.5105337;PA 35275 10 U0001;;Permis d'aménager;5;;;Habitat;Communale;Achevé;Non;20150415JC;2017-09-05T10:09:21Z;Le Grand Domaine;AM;20100914;;20101217;;Extension urbaine;;;;;;;
48.1319883776, -1.53987873676;"{""type"": ""Polygon"", ""coordinates"": [[[-1.539508853658264, 48.1318270694161], [-1.53947889630217, 48.131783383074854], [-1.539423645281538, 48.131700060917545], [-1.539383681074831, 48.13164055190546], [-1.539293935459949, 48.13150633438712], [-1.539246450555684, 48.131434778761545], [-1.539280287874898, 48.13142776741256], [-1.539317225816668, 48.13142081389669], [-1.539461475912133, 48.13165586191125], [-1.539489311210634, 48.13170143394238], [-1.539510525073244, 48.13173600508668], [-1.539563401580273, 48.13181987139905], [-1.539859320307814, 48.131781164213855], [-1.54007530258405, 48.131753269382344], [-1.54013544703022, 48.13187991520439], [-1.540249810383392, 48.13212704372883], [-1.540303176126101, 48.132242424554335], [-1.540178245876195, 48.132261951045635], [-1.540073370380731, 48.13227690182262], [-1.539957047072203, 48.1322932953637], [-1.539851500824726, 48.13230827240484], [-1.539840211206911, 48.13231151096018], [-1.539837165870519, 48.13231208162877], [-1.539815581395295, 48.13228094885836], [-1.5397838632005, 48.13223255690708], [-1.539758774273226, 48.13219372395229], [-1.539740006801237, 48.132164011657714], [-1.539727040663577, 48.13214668405809], [-1.539716315698542, 48.132131880838266], [-1.53970162090018, 48.13211020668192], [-1.539677045451995, 48.132074146469144], [-1.539665586351304, 48.13205711978154], [-1.539615117492458, 48.13198225833019], [-1.539534809354592, 48.13186199402149], [-1.539521993584156, 48.131846372320176], [-1.539512412887325, 48.131832334806944], [-1.539508853658264, 48.1318270694161]]]}";85;183;35001;0.24704585;DP 35001 14 M0055;AB868;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20140825JC;2017-09-05T10:09:21Z;;AM;20140801;;;Régie directe;;;;;;;;
48.1474986893, -1.75821352436;"{""type"": ""Polygon"", ""coordinates"": [[[-1.757982836612859, 48.147160376687886], [-1.75838947210877, 48.14692981337216], [-1.758708217540673, 48.14721147894924], [-1.758657280615009, 48.147533305011486], [-1.758629927970925, 48.147708083162364], [-1.75862694906202, 48.14772685966245], [-1.758601342277146, 48.1478913828678], [-1.758213947174582, 48.14793957422374], [-1.758080287621441, 48.14795618540455], [-1.757781416805173, 48.14799332524066], [-1.757726692990943, 48.147902321677904], [-1.757735767998428, 48.147898522149355], [-1.757757137428552, 48.14789078996542], [-1.757801652796005, 48.14778081423847], [-1.757855282643584, 48.14761351048971], [-1.757840421662524, 48.14760277084008], [-1.757576576969442, 48.14741254986007], [-1.757982836612859, 48.147160376687886]]]}";188;329;35210;0.63469224;PA 35210 13 U0001;;Permis d'aménager;5;;;Habitat;Communale;En cours d'aménagement;;20160329MT;2017-09-05T10:09:21Z;Consorts Bouvier;AM;20131011;20160308;;;;;;;;;;
48.1839472704, -1.65848887391;"{""type"": ""Polygon"", ""coordinates"": [[[-1.658325866893722, 48.18404282665725], [-1.658354303727642, 48.18383795772498], [-1.658576882810561, 48.18384871281471], [-1.658654834219186, 48.18385249709958], [-1.6586278948634, 48.18401045925111], [-1.658622775379664, 48.184047699393716], [-1.658621069356757, 48.184057139301366], [-1.658325866893722, 48.18404282665725]]]}";58;137;35024;0.05072506;DP 35024 13 M0098;;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;Non;20140522JC;2017-09-05T10:09:21Z;;AM;20131128;;;Régie directe;;;;;;;;
48.1935743462, -1.62620738784;"{""type"": ""Polygon"", ""coordinates"": [[[-1.627666903226207, 48.19397810326572], [-1.627400454728664, 48.19364795221381], [-1.626950745853251, 48.19381874334719], [-1.627026690952353, 48.1939080470413], [-1.627035942161028, 48.193904521792845], [-1.627041348956066, 48.19391070183139], [-1.627031963470551, 48.19391423247485], [-1.627310627290826, 48.19424236179972], [-1.627173531384047, 48.19429436264024], [-1.62715846573741, 48.19427667716687], [-1.6269934773509, 48.19408129645508], [-1.626818176074356, 48.19414753617853], [-1.626642874347276, 48.194213775634466], [-1.626467564102209, 48.194279925044725], [-1.62629226147436, 48.1943461639656], [-1.626235556253959, 48.19436708475714], [-1.626027319412329, 48.194121188857096], [-1.625758921571054, 48.19420720440664], [-1.625728552200289, 48.1942216691722], [-1.625420368901155, 48.194382354625375], [-1.62520564487593, 48.19449432504112], [-1.625178830926769, 48.19450936768258], [-1.625165981148054, 48.194318326665204], [-1.625147285794982, 48.194050212793265], [-1.625133522626268, 48.19379649737896], [-1.625121589236939, 48.19340863653395], [-1.625122687789847, 48.193267852918986], [-1.625131045203772, 48.192955854069545], [-1.625223550723066, 48.19291303473081], [-1.625356495293218, 48.19285534620871], [-1.625458411967655, 48.19280178695148], [-1.625657175038287, 48.19269973730035], [-1.62566785188689, 48.19269408254612], [-1.625937155127124, 48.19297519688478], [-1.626111308599043, 48.1929007150716], [-1.62624535859847, 48.192843341489095], [-1.626298302880776, 48.192820671438476], [-1.62632451452484, 48.19280943696969], [-1.626656977959605, 48.19266714512572], [-1.626690018769806, 48.192700417029506], [-1.626873441963547, 48.19263763528458], [-1.626873669608603, 48.19273763963428], [-1.626740504022003, 48.19279434774203], [-1.626741487150739, 48.192796290495345], [-1.626570223867956, 48.19286543127893], [-1.626590969036607, 48.19314878030606], [-1.626678076157204, 48.1932813353554], [-1.626937941609, 48.19326089420485], [-1.627131172218754, 48.19324574261393], [-1.627436142498129, 48.19322186631146], [-1.627671926760152, 48.19320338217299], [-1.627662587285287, 48.19326439628873], [-1.627791834126631, 48.19390172236384], [-1.627669854078243, 48.193992941676015], [-1.627666903226207, 48.19397810326572]]]}";53;121;35024;2.45564301;PA 35024 11 M0001;AO53, 54, 55, 87, 140, 147, 149, 151p;Permis d'aménager;36;;;Habitat;Communale;En cours d'aménagement;Oui;20141114JC;2017-09-05T10:09:21Z;La Basse Robinais;AM;20120413;20141010;;Régie directe;Extension urbaine;87;11000;Régie communale;87;2005-14;;
48.0403696108, -1.6747476776;"{""type"": ""Polygon"", ""coordinates"": [[[-1.674616420985811, 48.03990378487223], [-1.674654106278055, 48.03989260900919], [-1.674754298712703, 48.040021259729706], [-1.67482074523569, 48.04010812232597], [-1.674910356461747, 48.04022377756831], [-1.674927248137501, 48.040245616963084], [-1.674971220110106, 48.04030239719724], [-1.675036815358062, 48.04038875370193], [-1.675046728102584, 48.04040177627104], [-1.675106902247097, 48.040478711853844], [-1.675145222317368, 48.04052797282328], [-1.675230383709284, 48.0406375014486], [-1.675305437991894, 48.040734826363675], [-1.67520042069231, 48.04076514371574], [-1.675097305707096, 48.04079421210211], [-1.675001330367907, 48.04082199850905], [-1.674930733074527, 48.04084217366951], [-1.674891935523415, 48.04085294433716], [-1.674872325556148, 48.04083076506107], [-1.674741714932449, 48.040685240984125], [-1.674710456320941, 48.04065164160872], [-1.674667126835169, 48.040604927272796], [-1.674631316194596, 48.04056853962107], [-1.674509336365278, 48.04042780013601], [-1.674388602682598, 48.040287460356915], [-1.674359871857172, 48.04025357778015], [-1.674209719349252, 48.04005541441885], [-1.674194227912674, 48.040035680534736], [-1.674190612534711, 48.04002988055136], [-1.674231587913447, 48.040017940141475], [-1.674252495387639, 48.04001141219097], [-1.674308435247996, 48.03999408681553], [-1.674384702547401, 48.03997124824182], [-1.674398308228272, 48.0399671801227], [-1.674436914459551, 48.039955786626265], [-1.674487041287878, 48.03994104063085], [-1.674557864631938, 48.03992040595102], [-1.674616420985811, 48.03990378487223]]]}";92;211;35206;0.38350736;PA 35206 10 M0001;;Permis d'aménager;3;;;Habitat;Communale;En cours d'aménagement;Non;20140829JC;2017-09-05T10:09:21Z;Les Brossais;AM;20110330;;;;;;;;;;;
48.0946407531, -1.80384169479;"{""type"": ""Polygon"", ""coordinates"": [[[-1.80372695644203, 48.09489182081999], [-1.803639015759373, 48.094765097177564], [-1.803602350905751, 48.094712289091866], [-1.803431015329352, 48.09447874767688], [-1.80344484302632, 48.09447411452939], [-1.803591885618501, 48.09444390798903], [-1.803660166434541, 48.09444042344676], [-1.803748569497591, 48.09445222876958], [-1.804004337252181, 48.094507594324], [-1.804152932612386, 48.09456050002247], [-1.804252655706361, 48.09464617822934], [-1.804293014631094, 48.09469820090585], [-1.804009064791132, 48.09479522995217], [-1.80372695644203, 48.09489182081999]]]}";275;412;35240;0.18122475;DP 35240 15 M0090;ZI567;Déclaration préalable;1;20151220;;Habitat;Communale;En cours d'aménagement;;20160121MT;2017-09-05T10:09:21Z;;;<Nul>;;;;;;;;;;;
48.0171173694, -1.6466188205;"{""type"": ""Polygon"", ""coordinates"": [[[-1.646060729766311, 48.01706718873878], [-1.646144421794823, 48.01697035996428], [-1.646236485256113, 48.01684715133073], [-1.646380489234715, 48.016678768767655], [-1.646443899084633, 48.016598349313455], [-1.646618964515039, 48.01654837084833], [-1.64673595682724, 48.01656796309333], [-1.646828617031351, 48.01657385295284], [-1.646952137633516, 48.01662570926857], [-1.647046370465227, 48.016665505599015], [-1.647551996290253, 48.01686236983462], [-1.647537988697412, 48.01687834534893], [-1.64745587401094, 48.01697177742263], [-1.647427371896198, 48.01700428877914], [-1.647317146127585, 48.016962887637945], [-1.647058898266007, 48.017275112396334], [-1.647180653470397, 48.01732523787811], [-1.647015174767396, 48.01742060326882], [-1.64680361311708, 48.017530719449724], [-1.646712695378462, 48.017575579247406], [-1.64647713996303, 48.017704146916685], [-1.646326139789428, 48.01766484603775], [-1.645841916534624, 48.017479004066836], [-1.645810524419635, 48.017455495390514], [-1.645810392196016, 48.01743162243074], [-1.645839093318719, 48.01737144067287], [-1.645901226145562, 48.01725439980217], [-1.645963532230157, 48.017179611984645], [-1.646060729766311, 48.01706718873878]]]}";162;303;35266;0.92735772;PA 35266 14 M0001;;Permis d'aménager;10;;;Habitat;Communale;En cours d'aménagement;;20150921JC;2017-09-05T10:09:21Z;La Forge;AM;20141017;20150806;;;;;;;;;;
48.1742260226, -1.65330557646;"{""type"": ""Polygon"", ""coordinates"": [[[-1.652931729924076, 48.174395611114505], [-1.652921625440404, 48.17437024962307], [-1.65288034660406, 48.17421901067769], [-1.65287990784351, 48.174217136216896], [-1.652875608648452, 48.174202352631994], [-1.652841699750619, 48.17408199195824], [-1.652827670465469, 48.17402660408975], [-1.652818671090517, 48.17399110622867], [-1.652803951685579, 48.17393106081767], [-1.652791698988983, 48.17387893500957], [-1.65277398541674, 48.17379170895404], [-1.652754250890963, 48.173688075456866], [-1.65285882189293, 48.17372574772597], [-1.653036597511155, 48.17378641126243], [-1.65319177600592, 48.173831048249895], [-1.653214665014284, 48.17383688093524], [-1.653220403292693, 48.17383926202919], [-1.653261081708433, 48.1738481600599], [-1.653318422666237, 48.17386107001171], [-1.65341540157137, 48.173880306940035], [-1.653579061860937, 48.17390549843067], [-1.653633720058753, 48.17391256977598], [-1.653675737897889, 48.173916908296036], [-1.653682550089525, 48.17390284693367], [-1.653831241735138, 48.17435276518066], [-1.653824148605005, 48.17435179045042], [-1.653812846446043, 48.1743966688595], [-1.653773221452137, 48.17465885291837], [-1.653383728922907, 48.17464801602177], [-1.653342539407539, 48.17464688765389], [-1.653289733701041, 48.17464541784812], [-1.653224368579942, 48.17464211293622], [-1.653008993793851, 48.174633517819316], [-1.652995333939824, 48.174564329050774], [-1.652961010205071, 48.17447218786443], [-1.652945870460553, 48.17443135170509], [-1.652931729924076, 48.174395611114505]]]}";30;76;35024;0.59310024;PA 35024 08 M0002;BE106p;Permis d'aménager;7;;;Mixte;Communale;En cours d'aménagement;Non;20140522JC;2017-09-05T10:09:21Z;Depouez;AM;20081223;20091123;;Régie directe;;;;;;;;
48.0953187556, -1.61729382635;"{""type"": ""Polygon"", ""coordinates"": [[[-1.617380837241472, 48.095209666758464], [-1.617412235425793, 48.09535608515574], [-1.617418451771658, 48.095384901937656], [-1.617419167934254, 48.095388605256844], [-1.617483369495256, 48.09538143013729], [-1.617492291318209, 48.09540703777706], [-1.617272017385322, 48.09543150265407], [-1.617268165801608, 48.095405482301175], [-1.617155687562684, 48.09536152457965], [-1.617158276998723, 48.09535889767266], [-1.617163236853409, 48.095298871541914], [-1.61712460525974, 48.095233654770425], [-1.617202101561501, 48.095226397213175], [-1.617380837241472, 48.095209666758464]]]}";322;459;35055;0.04002238;DP 35055 16 M0021;AH450, 451, 492, 494, 495;Déclaration préalable;1;20160520;;Habitat;Communale;En cours d'aménagement;;20160614MT;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.1414281254, -1.56122275408;"{""type"": ""Polygon"", ""coordinates"": [[[-1.560908717497877, 48.14103579955936], [-1.561262799348792, 48.14107582210932], [-1.561564456998937, 48.14110909236806], [-1.561649978783678, 48.141118675908665], [-1.561623775413808, 48.14139298428221], [-1.561619216032913, 48.14143425007195], [-1.561578287822415, 48.141799240921024], [-1.561546738431518, 48.14179868975471], [-1.560887444749595, 48.14178725499457], [-1.560891966187257, 48.14172121362806], [-1.560914143424909, 48.1416736633964], [-1.560776818718519, 48.141656762460315], [-1.560815551047586, 48.14154224338803], [-1.560839755463758, 48.14126963639577], [-1.560881490252969, 48.14103084225692], [-1.560898269128785, 48.14103486226153], [-1.560908717497877, 48.14103579955936]]]}";342;479;35001;0.46058763;DP 35001 16 M0047;B1426, 1494;Déclaration préalable;2;20160702;;Habitat;Communale;En cours d'aménagement;;20170425MT;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.2130674853, -1.62606329286;"{""type"": ""Polygon"", ""coordinates"": [[[-1.626210070189853, 48.21290470470403], [-1.626086024631265, 48.21325848198492], [-1.625915523699753, 48.213237563831136], [-1.625929451719001, 48.213197540050885], [-1.626043461408319, 48.21287012785038], [-1.626210070189853, 48.21290470470403]]]}";2819;555;35079;0.05311023;DP 35079 17M0021;B1987, 1989, 2036;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20170718MT;2017-09-05T10:09:21Z;;AM;20170609;;;;;;;;;;;
48.1921630539, -1.83546757291;"{""type"": ""Polygon"", ""coordinates"": [[[-1.835788103080193, 48.192197088657544], [-1.835673293390896, 48.192217410082236], [-1.83556617733366, 48.192236417028234], [-1.835558357792918, 48.1922378267931], [-1.835443422103896, 48.192258243389304], [-1.835328612142518, 48.1922785644705], [-1.835213676271673, 48.19229898083749], [-1.83514844633754, 48.19212824411297], [-1.835261015953725, 48.1921084678564], [-1.835375968242881, 48.19208823096774], [-1.835490920441784, 48.19206799396438], [-1.835605872550435, 48.19204775684633], [-1.835720824568828, 48.19202751961358], [-1.835788103080193, 48.192197088657544]]]}";270;407;35216;0.08617763;DP 35216 14 U0004;A1782, 1783, 1784, 1785, 1786;Déclaration préalable;5;;;Habitat;Communale;En cours d'aménagement;;20151216MT;2017-09-05T10:09:21Z;DP 35216 14 U0004;AM;20140401;;;;;;;;;;nom de la DP actualisé par MB le 22/04/2016;
48.0375316815, -1.70237756613;"{""type"": ""Polygon"", ""coordinates"": [[[-1.701804116524771, 48.03722927066709], [-1.701764628296639, 48.036980020179946], [-1.701730653584387, 48.036785421184014], [-1.701794153426129, 48.036778946014294], [-1.701930143134277, 48.03676733949855], [-1.70208156246072, 48.03675401958375], [-1.70223043019423, 48.03674071385805], [-1.702451880604414, 48.036721821938414], [-1.702717494372838, 48.03669805690472], [-1.702896994202114, 48.03668178350677], [-1.703132341000238, 48.03666205070507], [-1.703174485327527, 48.03665861221118], [-1.703174742965607, 48.03666734238467], [-1.703169035283701, 48.036684336763905], [-1.703160025025881, 48.036700475212434], [-1.703149745749534, 48.03672333382729], [-1.703130875774369, 48.03680529644901], [-1.703108894248306, 48.0368870260809], [-1.703093284065605, 48.03691478880873], [-1.703077600282801, 48.03694174355327], [-1.703066941784173, 48.03696191437294], [-1.703055922732849, 48.03699435499897], [-1.703038006544326, 48.03704843435387], [-1.703025850197588, 48.037084616094944], [-1.703014670997494, 48.03706218593531], [-1.702982859389953, 48.03708466499126], [-1.702941582564348, 48.03711681313661], [-1.702801363286669, 48.03718968902192], [-1.702583339680981, 48.037303778130514], [-1.702625955566666, 48.037488471354465], [-1.702645622548902, 48.037583453324686], [-1.702678687434697, 48.03773555727545], [-1.702686067440453, 48.03776643324519], [-1.702691283113356, 48.03778829669896], [-1.702738281596487, 48.03798569619801], [-1.702784995469868, 48.038199147018524], [-1.702826392666897, 48.03837929447626], [-1.702857218650339, 48.03853040877356], [-1.702752709383757, 48.038555775261955], [-1.702694205476495, 48.03856844409704], [-1.702562543971767, 48.038592219195706], [-1.702401188871425, 48.03861748059555], [-1.70228532829519, 48.03863033563084], [-1.702189231823884, 48.03859020716037], [-1.702138061404491, 48.038435510528544], [-1.702063400103436, 48.038210228181086], [-1.702017210823745, 48.03807776503256], [-1.701937648993333, 48.03782078421101], [-1.701911041688332, 48.0377366293211], [-1.701886171711777, 48.03764204057474], [-1.701862022424725, 48.03752732767376], [-1.701830847283835, 48.037388572659864], [-1.701804116524771, 48.03722927066709]]]}";94;222;35066;1.37561894;DP 35066 12 M0065;;Déclaration préalable;2;20130121;;Habitat;Communale;En cours d'aménagement;Non;20140904JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.1749155473, -1.73485207445;"{""type"": ""Polygon"", ""coordinates"": [[[-1.734482082522424, 48.174798363244776], [-1.734549954948226, 48.17475556294159], [-1.734667667457764, 48.17478009770973], [-1.734814103829958, 48.17480786638842], [-1.735005307453073, 48.174846318925894], [-1.735141190725189, 48.17487506191983], [-1.735341521472588, 48.174913138504934], [-1.735313739324361, 48.17497582662545], [-1.735267810727802, 48.17507999101146], [-1.735226117772197, 48.17507197403177], [-1.734283132696183, 48.17490719823596], [-1.73436552106459, 48.17486695495589], [-1.734429391527401, 48.174830446810375], [-1.734482082522424, 48.174798363244776]]]}";204;344;35059;0.13864148;DP 35059 12 M0074;;Déclaration préalable;1;20130218;;Habitat;Communale;En cours d'aménagement;;20150421JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.2459115225, -1.8472088736;"{""type"": ""Polygon"", ""coordinates"": [[[-1.845844611192446, 48.24602475510468], [-1.846425435085196, 48.24564095139585], [-1.846528531295067, 48.24559245965892], [-1.846656581991354, 48.24554390991077], [-1.846908350197864, 48.24548673371572], [-1.847385988535817, 48.24527226730011], [-1.847434215542035, 48.245305835494044], [-1.847481862761222, 48.24533897746648], [-1.847561103736877, 48.245389535159376], [-1.847599425686066, 48.24541964479452], [-1.847632075082005, 48.24544539700119], [-1.847694028706578, 48.245505783413805], [-1.847714287230698, 48.24552890258595], [-1.847720910007275, 48.24553475202814], [-1.847817881644774, 48.24562025024983], [-1.847849670701009, 48.245652617124904], [-1.84791203844864, 48.245715959883476], [-1.847966493402937, 48.245778373754234], [-1.847970570337418, 48.245782978496514], [-1.848090239717568, 48.24591888864047], [-1.848151730616632, 48.24598866647581], [-1.848202562692058, 48.24605844198341], [-1.848392843470911, 48.24622346375975], [-1.848301468395634, 48.246264615312995], [-1.848191588798175, 48.24630555375069], [-1.848076614153877, 48.24633967722924], [-1.847949949968151, 48.246365731078576], [-1.847845232913968, 48.246378425675616], [-1.847739116184961, 48.246383428977396], [-1.847686920404151, 48.246382199521996], [-1.847506071378012, 48.2463730428302], [-1.847326536022156, 48.24635635091286], [-1.847252546429401, 48.246347206223895], [-1.847178383748408, 48.24633049894509], [-1.846873650339389, 48.24625950337103], [-1.84680430899171, 48.246242412911236], [-1.846688544076968, 48.2462137567301], [-1.846488637496957, 48.24616700994558], [-1.846297711852024, 48.24612249865229], [-1.845857002189899, 48.24602738831225], [-1.845844611192446, 48.24602475510468]]]}";262;399;35144;1.27650918;PA 35144 10 B0001;;Permis d'aménager;12;;;Habitat;Communale;En cours d'aménagement;;20151112MT;2017-09-05T10:09:21Z;Le Clos de la Croix Aurai;AM;20100612;;;;;;;;;;;
48.1561041201, -1.58981765241;"{""type"": ""Polygon"", ""coordinates"": [[[-1.590005181994729, 48.15635114555179], [-1.589883804727196, 48.156303728074086], [-1.589818521098336, 48.15627227370754], [-1.589700719113848, 48.1562241728624], [-1.589595916080061, 48.156181410045725], [-1.589445297826997, 48.15612317488366], [-1.589468912174441, 48.15609349117265], [-1.589505789221087, 48.15604489808358], [-1.589572898888072, 48.15595626606943], [-1.589629896737192, 48.15588110181808], [-1.589831018143193, 48.15594092662076], [-1.590162889827551, 48.156044550943015], [-1.590132250680361, 48.15610118471576], [-1.590005181994729, 48.15635114555179]]]}";276;413;35334;0.15115305;DP 35334 15 M0071;AL518, 519, 520;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20160121MT;2017-09-05T10:09:21Z;;AM;20151223;;;;;;;;;;;
