Geo Point;Geo Shape;objectid;id_lot;codcom;surfha;numads;numparc;typelot;nblot;datedecist;daact1;vocation;maouvr;etape;contrplh;datesig;date_modif;nomlot;decis;datedecis;datedecism;datetrans;modame;nature;nblog;prlog;amecrea;nblogplh;plh;obs;urbcrea
47.9915664577, -1.61094049522;"{""type"": ""Polygon"", ""coordinates"": [[[-1.611189486221432, 47.991559435008675], [-1.610776942825604, 47.99168731078627], [-1.610714414953728, 47.99159690246706], [-1.610659227409465, 47.991583938801256], [-1.611109166194334, 47.99144568317169], [-1.611189486221432, 47.991559435008675]]]}";13;33;35032;0.04804507;DP 35032 13 M0006;ZI745;Déclaration préalable;1;20130326;20130525;Habitat;Communale;En cours d'aménagement;Non;20131120JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.0080045166, -1.70175912004;"{""type"": ""Polygon"", ""coordinates"": [[[-1.701586376363573, 48.00844132885367], [-1.701452566844644, 48.008340300192486], [-1.701224153130023, 48.00839939966554], [-1.701135153338178, 48.008227059308794], [-1.701122742473599, 48.00820134549323], [-1.701111630614379, 48.008178101563566], [-1.701089938971065, 48.00813303367808], [-1.701086001159285, 48.00812517513385], [-1.701247997604763, 48.008029778998], [-1.701439678825034, 48.007916766181744], [-1.701316230465478, 48.0078233327755], [-1.701374194835755, 48.007788878419916], [-1.701499041340211, 48.00788144348159], [-1.701530173785012, 48.0078634973823], [-1.701708538462573, 48.00776058144007], [-1.701730823535391, 48.00774723300995], [-1.7018128475355, 48.00769827593789], [-1.701906198208844, 48.007642456798706], [-1.701913841339092, 48.00763790839672], [-1.702144333581259, 48.00749987508107], [-1.702224055505104, 48.00760122705192], [-1.702275689108103, 48.007665432846736], [-1.702375337350736, 48.00778948713562], [-1.702266137942456, 48.00785559800924], [-1.702383170472766, 48.007943436173676], [-1.70225225045953, 48.00802467466464], [-1.70218132345105, 48.008068671759965], [-1.702058799695165, 48.00814479005773], [-1.701982907950586, 48.00819178389626], [-1.701786400273711, 48.008313736144856], [-1.701586376363573, 48.00844132885367]]]}";76;172;35363;0.50335112;PA 35363 09 M0001;;Permis d'aménager;9;;;Habitat;Communale;En cours d'aménagement;Non;20140806JC;2017-09-05T10:09:21Z;Résidence des Oiseaux II;AM;20100217;20111114;;;;;;;;;;
48.1820809801, -1.65971248391;"{""type"": ""Polygon"", ""coordinates"": [[[-1.659722251194117, 48.18234140927788], [-1.659682577337143, 48.182337001241294], [-1.659670532293353, 48.18233566316519], [-1.659712482315451, 48.182159996596276], [-1.659564339180474, 48.18216170002977], [-1.659586352885837, 48.18205829607899], [-1.659580941121823, 48.18203267483529], [-1.659608958626293, 48.18203392248713], [-1.659624249049757, 48.18192554560115], [-1.65985053720966, 48.18194003313112], [-1.659797914185307, 48.1821963421021], [-1.659759049764945, 48.182192688853995], [-1.659722251194117, 48.18234140927788]]]}";3609;560;35024;0.05318063;DP 35024 17 M0072;AE0020p, 021p;Déclaration préalable;1;;;;Communale;En cours d'aménagement;;20170831CB;2017-09-05T10:09:21Z;;AM;20170803;;;;;;;;;;;
48.1217778972, -1.81627526973;"{""type"": ""Polygon"", ""coordinates"": [[[-1.816570466960356, 48.122080317149845], [-1.816473248709746, 48.12196318131357], [-1.816129630862255, 48.1219833401973], [-1.8161291859758, 48.1219728151138], [-1.816058773297738, 48.12184148934318], [-1.816039840300125, 48.121784336879465], [-1.816037979696853, 48.12177882753328], [-1.816054070397188, 48.12169749873961], [-1.816122291545621, 48.121544596423895], [-1.816254692702794, 48.12155139735322], [-1.816403634654658, 48.12155948793169], [-1.816501336798237, 48.121867652117984], [-1.816529976320818, 48.12195810183422], [-1.816570466960356, 48.122080317149845]]]}";69;149;35131;0.13926435;PA 35131 12 M0001;AH43;Permis d'aménager;2;;;Habitat;Communale;En cours d'aménagement;Non;20140904JC;2017-09-05T10:09:21Z;Les Cèdres;AM;20130207;;;;;;;;;;;
48.1801622282, -1.66235362054;"{""type"": ""Polygon"", ""coordinates"": [[[-1.662186513473739, 48.18028439613791], [-1.662278223516548, 48.180029469813164], [-1.662548499882274, 48.18004447540485], [-1.66250885875292, 48.18010365779374], [-1.662492811906841, 48.18014665697055], [-1.662470175623619, 48.180185327625054], [-1.662412362289108, 48.18025957254305], [-1.662363828943211, 48.18031578106254], [-1.662186513473739, 48.18028439613791]]]}";65;145;35024;0.05320175;DP 35024 14 M0009;;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;Non;20140522_JC;2017-09-05T10:09:21Z;;AM;20140227;;;Régie directe;;;;;;;;
48.1473686482, -1.75822383332;"{""type"": ""Polygon"", ""coordinates"": [[[-1.75838947210877, 48.14692981337216], [-1.758708217540673, 48.14721147894924], [-1.758657280615009, 48.147533305011486], [-1.758638071916045, 48.14765629207633], [-1.758596336460116, 48.14765053883902], [-1.758358020033377, 48.14761723098944], [-1.758345949531185, 48.14765566755149], [-1.758280333109957, 48.14764648630271], [-1.75825664563115, 48.14772243952158], [-1.75818789413967, 48.147712847193226], [-1.758161699549452, 48.14770915448936], [-1.758113132668353, 48.14770233189782], [-1.758086946378016, 48.14769872894668], [-1.757965421491887, 48.14768050534406], [-1.757889108432156, 48.14767068485659], [-1.757839074351545, 48.14766401293638], [-1.757855282643584, 48.14761351048971], [-1.757840421662524, 48.14760277084008], [-1.757576576969442, 48.14741254986007], [-1.757982836612859, 48.147160376687886], [-1.75838947210877, 48.14692981337216]]]}";334;471;35210;0.44679476;PA 35210 16 M0001;AV27, 127, 166;Permis d'aménager;4;;;Habitat;Communale;En cours d'aménagement;;20160811MT;2017-09-05T10:09:21Z;Consorts Bouvier;AM;20160726;;;;;;;;;;;
48.2134846175, -1.58998390773;"{""type"": ""Polygon"", ""coordinates"": [[[-1.58984599798573, 48.21421508649317], [-1.589682905401383, 48.2142108614956], [-1.589604898018834, 48.21421441934029], [-1.589515082651238, 48.214223132635986], [-1.589257811042035, 48.213759909115744], [-1.589201038844471, 48.21364783455465], [-1.588596854821932, 48.2137479416482], [-1.588394745079959, 48.213551015070486], [-1.588595994664289, 48.21346461415183], [-1.588776674202422, 48.21337128357504], [-1.588893067084513, 48.2133038488098], [-1.58894741360966, 48.21327231194649], [-1.589071189904303, 48.21319395120782], [-1.589122359045143, 48.2131207347908], [-1.589165349619873, 48.21307523425304], [-1.589391354435449, 48.21287341980795], [-1.589611409624069, 48.21268049136795], [-1.58968326756327, 48.212691143771245], [-1.589703358185754, 48.21269421771475], [-1.589724800106365, 48.21269732792384], [-1.590391128893602, 48.2127938577658], [-1.590856606733764, 48.21285874336943], [-1.590927580933216, 48.21287006092559], [-1.591009493712971, 48.21288310495412], [-1.591015106523329, 48.213004965864464], [-1.591004257625078, 48.21310549848793], [-1.590986877268713, 48.213282425271345], [-1.590979234777939, 48.213361476584055], [-1.590973369724121, 48.21336675584535], [-1.590945416664864, 48.21345085111687], [-1.590928199108251, 48.21352532848514], [-1.590950061842913, 48.21354977524709], [-1.590923498347185, 48.21387311883757], [-1.590913404017092, 48.213997227362455], [-1.590894925567785, 48.21414824923241], [-1.590887780550401, 48.21420718855233], [-1.590829304516795, 48.214234746301976], [-1.590757476488387, 48.2142380587154], [-1.59050439515094, 48.21424967382038], [-1.590442891100294, 48.21424933114049], [-1.590293734330714, 48.21424869634789], [-1.590038786246678, 48.21423182334504], [-1.58984599798573, 48.21421508649317]]]}";157;299;35315;2.23091252;PA 35315 13 M0001;;Permis d'aménager;3;;;Activités;Communale;En cours d'aménagement;Non;20161219MT;2017-09-05T10:09:21Z;ZA du Tronchay;AM;20130812;20160919;;;Extension urbaine;;;;;;;
48.0028846207, -1.60561176918;"{""type"": ""Polygon"", ""coordinates"": [[[-1.606546078276898, 48.003014753357796], [-1.606300491412703, 48.003028991666], [-1.60620492884495, 48.00310520601271], [-1.606204484269753, 48.00334067446382], [-1.605849733319633, 48.003333500667615], [-1.605647308603603, 48.003329461819], [-1.604983905026353, 48.00331725307766], [-1.604991843101851, 48.00322854228104], [-1.60503412840399, 48.00287588935957], [-1.604609733633316, 48.002791553862004], [-1.604691887014833, 48.00255632884202], [-1.604658281184399, 48.002468474322654], [-1.604565482633895, 48.002400385317245], [-1.604562642581309, 48.00228111124511], [-1.604720736888737, 48.00223242325243], [-1.604850700114069, 48.002561701407494], [-1.605167819992352, 48.002678151248126], [-1.605308920288027, 48.00269940044179], [-1.605410237342352, 48.002387248603846], [-1.60541331026721, 48.00238807406263], [-1.605509605560733, 48.00241403349504], [-1.605533491557595, 48.002495249829046], [-1.605815863031118, 48.00253617605331], [-1.606168251634457, 48.00259141068787], [-1.60663920124232, 48.002661797423315], [-1.606570547767902, 48.00281340602095], [-1.606554002721694, 48.00287029534741], [-1.60654851059276, 48.002887004928596], [-1.606540400611544, 48.00294815092933], [-1.606543457533679, 48.00300353246004], [-1.606546078276898, 48.003014753357796]]]}";160;144;35032;1.01020363;DP 35032 14 M0043;;Déclaration préalable;1;20141102;;Habitat;Communale;En cours d'aménagement;Non;20141121JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.1225401386, -1.81656863652;"{""type"": ""Polygon"", ""coordinates"": [[[-1.816973223560797, 48.122672910477505], [-1.816635771603976, 48.12263090185552], [-1.816368901058323, 48.12260098577478], [-1.816016987862954, 48.122568412530526], [-1.81621312532551, 48.12246215078934], [-1.816240224029919, 48.122458312354915], [-1.816409854787827, 48.12243426588176], [-1.816935245895113, 48.12246380706198], [-1.816973223560797, 48.122672910477505]]]}";352;489;35131;0.11867266;DP 35131 16 M0041;AH286;Déclaration préalable;1;20160911;;Habitat;Communale;En cours d'aménagement;;20160914MT;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.0425711127, -1.71824680931;"{""type"": ""Polygon"", ""coordinates"": [[[-1.717713442780557, 48.043058014759715], [-1.717688863858458, 48.04275516854224], [-1.717681524315676, 48.042696897600905], [-1.717735027570537, 48.0426559514041], [-1.717703320594359, 48.042394218561725], [-1.717242603799592, 48.04242278869418], [-1.717231102405293, 48.04233954761252], [-1.717409374557688, 48.042330241210344], [-1.717398601577067, 48.042187316384755], [-1.717396058813222, 48.04215507081689], [-1.717201529076886, 48.04212467516672], [-1.717188961898377, 48.04203417883461], [-1.71742438501708, 48.041969448785316], [-1.717481944933735, 48.04197438300295], [-1.717588163634547, 48.04198389616948], [-1.717756567811128, 48.041998964277475], [-1.71776022336599, 48.04199926463919], [-1.717762536100626, 48.042020165605585], [-1.717796820130235, 48.04229098394638], [-1.718303923955301, 48.04226419999761], [-1.718302898154078, 48.04235444383939], [-1.719437891683089, 48.04251532672116], [-1.719287798738255, 48.042728572196275], [-1.719212540078041, 48.042835083710315], [-1.719162805994805, 48.04283859924783], [-1.718874526058322, 48.04288225619819], [-1.718611695181395, 48.04292207315109], [-1.718415262293299, 48.04295177192841], [-1.718087346349712, 48.04300138092206], [-1.717901650071394, 48.043029466188514], [-1.717713442780557, 48.043058014759715]]]}";96;224;35066;0.91688278;PA 35066 10 M0003;;Permis d'aménager;11;;;Habitat;Communale;En cours d'aménagement;Non;20161010MT;2017-09-05T10:09:21Z;Le Callouet;AM;20110609;20160920;;;;;;;;;;
48.173154782, -1.6491078659;"{""type"": ""Polygon"", ""coordinates"": [[[-1.648981790909848, 48.17321767791084], [-1.648876717367054, 48.17296395269038], [-1.649025707808786, 48.17296099959698], [-1.649160234972413, 48.17295899082077], [-1.649235147460413, 48.17309346454516], [-1.649236114853405, 48.17309522756149], [-1.649264234109714, 48.17314707324665], [-1.649255147689221, 48.173147890725076], [-1.649342968157279, 48.173311937917276], [-1.649084010203067, 48.173377089114446], [-1.649017197349758, 48.173272653330585], [-1.648981790909848, 48.17321767791084]]]}";67;147;35024;0.09575303;DP 35024 14 M0054;;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;Non;20140725JC;2017-09-05T10:09:21Z;;AM;20140721;;;Régie directe;;;;;;;;
48.2183058825, -1.89334456049;"{""type"": ""Polygon"", ""coordinates"": [[[-1.893685861402995, 48.21826482391911], [-1.893685246198909, 48.21827395226988], [-1.893674268628653, 48.21837688611027], [-1.893669924590569, 48.21840635994606], [-1.89365047905777, 48.218404662527256], [-1.893542378468526, 48.218395285398344], [-1.893179723176567, 48.21836373559274], [-1.893034772047323, 48.218351146691155], [-1.892971817899818, 48.218249280098206], [-1.893116141523792, 48.218209895934876], [-1.893171531551638, 48.21821520370786], [-1.893491355442925, 48.21824731105971], [-1.893685861402995, 48.21826482391911]]]}";388;524;35245;0.07949973;DP 35245 16 M0050;AE31, 36;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20170424MT;2017-09-05T10:09:21Z;;AM;20170118;;;;;;;;;;;
48.1503097924, -1.57738237101;"{""type"": ""Polygon"", ""coordinates"": [[[-1.578148485250896, 48.15107265713347], [-1.577663408600591, 48.15105911633038], [-1.577535066120778, 48.15092535461303], [-1.577409060348439, 48.150923887744156], [-1.577424158395572, 48.150984841464826], [-1.577503118526835, 48.151056213947946], [-1.577535505666585, 48.15109380275648], [-1.577554566995725, 48.15114487976523], [-1.577291184246941, 48.151122959193174], [-1.577057609104706, 48.151109571516514], [-1.576581668488272, 48.151092863387824], [-1.576520858997057, 48.1510078094651], [-1.576631095400864, 48.15083172080785], [-1.576653446510307, 48.15075631862941], [-1.576676894822629, 48.15063875574811], [-1.576766163139966, 48.15049913791237], [-1.576804944036855, 48.15039068512448], [-1.576563530901278, 48.150179985654205], [-1.576575709826731, 48.15015358324369], [-1.576904756130777, 48.149988229927395], [-1.576981320423358, 48.149923630417874], [-1.577030895239411, 48.14982770631636], [-1.577057733231669, 48.149693810344985], [-1.577038672930513, 48.14964273323771], [-1.577079409816404, 48.149501805358106], [-1.577177799453838, 48.149410419494814], [-1.577198428688612, 48.14931564751918], [-1.577468870413782, 48.149308129087586], [-1.577758320962228, 48.149296614739974], [-1.577929175274796, 48.14931249590686], [-1.577962422003973, 48.14935976943807], [-1.578089335427358, 48.149425993755784], [-1.578102190532311, 48.149516194727475], [-1.577692472021084, 48.14959080950221], [-1.577761883925894, 48.14977271207187], [-1.577985387177465, 48.14994524455262], [-1.57784840212351, 48.15003816650079], [-1.578141792331123, 48.150288911838054], [-1.577989188075106, 48.15036949627179], [-1.577894136600351, 48.15038947663669], [-1.577709194073081, 48.15048754525202], [-1.5778389792955, 48.150586053730535], [-1.5780015206321, 48.15050831419838], [-1.578267061955363, 48.15071805010613], [-1.577960467769537, 48.15091815121976], [-1.578148485250896, 48.15107265713347]]]}";166;307;35334;1.68323901;PA 35334 14 M0001;;Permis d'aménager;6;;;Habitat;Communale;En cours d'aménagement;Non;20160121MT;2017-09-05T10:09:21Z;ZAC de la Vigne, lot C20;AM;20141216;20151214;;;;;;;;;;
48.1124544275, -1.74800971636;"{""type"": ""Polygon"", ""coordinates"": [[[-1.747647379655661, 48.112688969650456], [-1.747862807626541, 48.1123527858106], [-1.747922015530525, 48.112263652734555], [-1.748017440923277, 48.11211336958449], [-1.74827309267548, 48.11218337282417], [-1.748372467636709, 48.112211889638], [-1.748290761219893, 48.11241324101872], [-1.74819917136745, 48.11239620736256], [-1.748113616019564, 48.11259960987626], [-1.748050468907152, 48.112743874310425], [-1.748021222619295, 48.112810593770156], [-1.748017889637369, 48.112809469828115], [-1.747647379655661, 48.112688969650456]]]}";259;396;35353;0.20251204;PA 35353 15 M0001;;Déclaration préalable;2;;;Habitat;Communale;En cours d'aménagement;;20160404MT;2017-09-05T10:09:21Z;La Haute Longrais;AM;20151007;20160314;;;;;;;;;;
48.2220900594, -1.79506379884;"{""type"": ""Polygon"", ""coordinates"": [[[-1.795464097135032, 48.222216803766536], [-1.794676808315797, 48.22220793422425], [-1.794636450661792, 48.22220754094651], [-1.79463858730103, 48.22212193421959], [-1.794640085206698, 48.222062757358536], [-1.794642367966955, 48.22197185938409], [-1.79507788876513, 48.22197726280077], [-1.795078823869925, 48.22194358265851], [-1.795242092075729, 48.22194560752512], [-1.795241200249198, 48.22197771068522], [-1.795507404406061, 48.221981012205646], [-1.795486986710222, 48.22205292561265], [-1.795484201465002, 48.22207223574403], [-1.795464097135032, 48.222216803766536]]]}";298;435;35120;0.16860492;PA 35120 15 U0002;AM591, 592;Permis d'aménager;4;;;Habitat;Communale;En cours d'aménagement;;20160316MT;2017-09-05T10:09:21Z;Plouharnel;AM;20150814;;;;;;;;;;;
48.0932740281, -1.77291768943;"{""type"": ""Polygon"", ""coordinates"": [[[-1.772028125923255, 48.093916859618155], [-1.771990789915787, 48.09384334434516], [-1.77208292102154, 48.09382140614069], [-1.77203377886563, 48.09372350944856], [-1.772018761230318, 48.09369349401898], [-1.771998475655022, 48.09365306378994], [-1.771983176827415, 48.09361855430458], [-1.772235310283196, 48.093559514050206], [-1.772438668929539, 48.09351123960329], [-1.7724002209794, 48.09326141638575], [-1.772397079847157, 48.09324055011629], [-1.772414193526033, 48.09323506343924], [-1.772408361971047, 48.093195294706604], [-1.772407345379816, 48.093188668439105], [-1.772396690860192, 48.09311552507719], [-1.772394354992624, 48.09309949516281], [-1.772386338516537, 48.09304445531994], [-1.772385594522224, 48.09303935058242], [-1.77238129533883, 48.093009848956434], [-1.77237896347848, 48.09299384771207], [-1.772455336503581, 48.09296589497132], [-1.772547873389148, 48.09293673030051], [-1.772640544168275, 48.09290755999086], [-1.772733072538895, 48.092878305401065], [-1.7728257431086, 48.09284913494194], [-1.772997884609919, 48.09279206286022], [-1.773086317884053, 48.09276216699867], [-1.773174876746771, 48.092732175734426], [-1.773347035173506, 48.09267384078873], [-1.773502900452802, 48.0926211385746], [-1.773672534960848, 48.09256606194904], [-1.773780913258377, 48.09286506676959], [-1.773677834294161, 48.09288205426624], [-1.773703924477413, 48.092956126278025], [-1.773388296379697, 48.09300780425761], [-1.773439495877236, 48.0931453555831], [-1.773471748348892, 48.09323223833035], [-1.773467992395037, 48.09329340194525], [-1.773461110370573, 48.093402185813076], [-1.773454370623865, 48.09351105388252], [-1.773449716714926, 48.0935857719826], [-1.773177421587053, 48.09366241356633], [-1.773119380357331, 48.09367915216979], [-1.773020148870606, 48.093678136524034], [-1.772803244842485, 48.09367596960951], [-1.77279446037233, 48.093762754292165], [-1.772782823189749, 48.093878313873155], [-1.772492200866617, 48.09386884431632], [-1.77248079661151, 48.093800830775365], [-1.772119563347582, 48.09389323801385], [-1.772028125923255, 48.093916859618155]]]}";39;90;35240;0.97261119;PA 35240 09 M0003;AI220, 221, 273, 277, ZP82;Permis d'aménager;23;;;Habitat;Communale;En cours d'aménagement;Non;20131204CV;2017-09-05T10:09:21Z;Les Vergers d'Apigné;AM;20100217;20130320;;;;;;;;;;
48.1619037626, -1.58232535351;"{""type"": ""Polygon"", ""coordinates"": [[[-1.582164411680022, 48.16155528499445], [-1.582493495885914, 48.16150623383363], [-1.582494256273567, 48.16150872635437], [-1.582532339297204, 48.161649207415785], [-1.582543353701932, 48.16168976429975], [-1.582596302946, 48.16188533514133], [-1.582605866962034, 48.161920183379934], [-1.582636135794796, 48.162030341601245], [-1.582661030870251, 48.16211945021806], [-1.582687858995073, 48.16221514925268], [-1.582808543414932, 48.1624727148395], [-1.582806247632773, 48.16247415774286], [-1.582763845773564, 48.16246530428843], [-1.582341190491019, 48.16220282210303], [-1.5822191618823, 48.1621269507536], [-1.582025297779799, 48.16200654650752], [-1.581956332474494, 48.161927661528765], [-1.581909216329174, 48.1617915944164], [-1.581843969786792, 48.16160309016614], [-1.582164411680022, 48.16155528499445]]]}";135;277;35334;0.36473905;PA 35334 08 U0023;;Permis d'aménager;6;;;Habitat;Communale;En cours d'aménagement;Non;20141001JC;2017-09-05T10:09:21Z;Leconte;AM;20080811;20110404;;;;;;;;;;
47.9874274753, -1.71795791517;"{""type"": ""Polygon"", ""coordinates"": [[[-1.716774650725911, 47.987407330288846], [-1.716841615858738, 47.98709675268647], [-1.717738759909996, 47.98724756001096], [-1.717819678797118, 47.98726054207338], [-1.718137364084855, 47.98731154471236], [-1.718314109328139, 47.98733905770635], [-1.719108555501393, 47.98745289775109], [-1.719147182518338, 47.98745842741751], [-1.719139377377257, 47.98755084354104], [-1.719121682901307, 47.987746665142204], [-1.717939837388031, 47.987575498859194], [-1.717174307431866, 47.98745343279869], [-1.716774650725911, 47.987407330288846]]]}";194;335;35139;0.57267837;DP 35139 13 U0054;B35;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20150415JC;2017-09-05T10:09:21Z;;AM;20131001;;;;;;;;;;;
48.1572121382, -1.58964352912;"{""type"": ""Polygon"", ""coordinates"": [[[-1.589549881277713, 48.15752556120158], [-1.589382852206342, 48.157456988001236], [-1.589401868255099, 48.15732729611042], [-1.589414414638119, 48.15724138066921], [-1.589536364955685, 48.15710019578791], [-1.589570405207997, 48.15706207738281], [-1.589689128043904, 48.15692246261253], [-1.58998287979988, 48.157039501108656], [-1.589978583266932, 48.15704417748159], [-1.589953260808264, 48.15707131649559], [-1.589705906002952, 48.15734814850435], [-1.589549881277713, 48.15752556120158]]]}";289;426;35334;0.1452664;DP 35334 15 M0065;AL124;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20160314MT;2017-09-05T10:09:21Z;;AM;20151218;;;;;;;;;;;
48.2188194702, -1.89115336962;"{""type"": ""Polygon"", ""coordinates"": [[[-1.890786740250012, 48.21848850604271], [-1.890792410566487, 48.21847438673499], [-1.890826255177656, 48.218477185668675], [-1.890879402418137, 48.21848159842473], [-1.890916370336365, 48.21848462522562], [-1.891013184043332, 48.21849160009911], [-1.891035844471408, 48.218493071357116], [-1.891065691680642, 48.21849495847426], [-1.891141300942955, 48.218497336071565], [-1.891175403471697, 48.218498591901195], [-1.89121297250952, 48.21849943018913], [-1.891256216771415, 48.21850038800653], [-1.891281058118042, 48.21850068517632], [-1.891457591121925, 48.21850220237366], [-1.891511723171844, 48.2185027879557], [-1.891558762302227, 48.218503945023684], [-1.891575787974219, 48.218504303602494], [-1.891599840520762, 48.21850481443614], [-1.891600666211846, 48.21855038051454], [-1.891606823773483, 48.2188747342625], [-1.891605454940505, 48.21897807083179], [-1.891604674360815, 48.21904362180306], [-1.891613191088772, 48.21910625464951], [-1.891624516625174, 48.219150203353145], [-1.891651327857286, 48.21921377174985], [-1.891584440900987, 48.21920102070721], [-1.891575119850023, 48.21919943379557], [-1.891420482579284, 48.21917292482492], [-1.89135805778278, 48.21915746082848], [-1.891230428479325, 48.21913133703002], [-1.891146669152866, 48.21911416516092], [-1.890906476185604, 48.21907569674146], [-1.890805281933226, 48.21905953513224], [-1.890570031738924, 48.219030499128], [-1.890577912401185, 48.21900132596961], [-1.890596494504599, 48.21894853751697], [-1.890626724993479, 48.21888209696685], [-1.890649958949902, 48.2188300122398], [-1.890647790691562, 48.21882848210778], [-1.890635267205353, 48.21881873995729], [-1.890630305932383, 48.21881336307385], [-1.890627493662015, 48.21880789496666], [-1.89062618027798, 48.21880542733805], [-1.89062246147355, 48.218789002981836], [-1.890622162869838, 48.21878586143132], [-1.8906240588883, 48.21875189554717], [-1.890624668300993, 48.21874411929405], [-1.890625834218317, 48.218737941591044], [-1.890627961769551, 48.2187347871726], [-1.890632370439002, 48.21873009399015], [-1.890638265075398, 48.21872542784979], [-1.890651116166304, 48.21871875411669], [-1.890669810937465, 48.21871255328555], [-1.890688175407931, 48.21870997130237], [-1.89069797167668, 48.218709465330704], [-1.890716052871218, 48.21866417813149], [-1.890717474726141, 48.2186606931849], [-1.890775508324297, 48.21851646967983], [-1.890786740250012, 48.21848850604271]]]}";252;389;35245;0.48517263;PA 35245 10 B0003;;Permis d'aménager;8;;;Habitat;Communale;Achevé;Non;20151009JC;2017-09-05T10:09:21Z;Le Clos du Bourg;AM;20100727;20111003;;;;;;;;;;
47.9716525584, -1.71182648486;"{""type"": ""Polygon"", ""coordinates"": [[[-1.711467461988537, 47.97151908502161], [-1.71160033170636, 47.97114083123107], [-1.712296882511401, 47.97154690942074], [-1.71203053809274, 47.972118533172385], [-1.711868558731226, 47.97205364016484], [-1.711453195588076, 47.97190742405105], [-1.711470272549693, 47.97171045799381], [-1.711467461988537, 47.97151908502161]]]}";191;332;35139;0.42295402;DP 35139 14 U0006;;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20150415JC;2017-09-05T10:09:21Z;;AM;20140310;;;;;;;;;;;
48.0772478095, -1.84021182442;"{""type"": ""Polygon"", ""coordinates"": [[[-1.840068030754638, 48.0770229901938], [-1.840210285343518, 48.07695535550388], [-1.840256515241653, 48.077078314021705], [-1.84026266945215, 48.07709517752475], [-1.840288047148896, 48.077160706965145], [-1.840290596103429, 48.07716780916871], [-1.840386558005876, 48.07741664268448], [-1.840283992942638, 48.07746584323497], [-1.840163189778008, 48.07752419313837], [-1.840068030754638, 48.0770229901938]]]}";177;318;35196;0.08251677;DP 35196 14 U0011;;Déclaration préalable;1;20140214;;Habitat;Communale;En cours d'aménagement;;20150414JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.1179444828, -1.82113141195;"{""type"": ""Polygon"", ""coordinates"": [[[-1.820004832016683, 48.119324273022464], [-1.820002734156575, 48.11930327344793], [-1.819944261098656, 48.11836399585131], [-1.81990815946917, 48.118209605703214], [-1.819866226417223, 48.118054739038634], [-1.819853918236331, 48.118055525303255], [-1.819759197852736, 48.11777075888229], [-1.81990782202157, 48.117739566554], [-1.82011445903172, 48.11770413986702], [-1.820215477034065, 48.11768341375859], [-1.820284573236504, 48.11766817114089], [-1.820277346920453, 48.11764270043211], [-1.820272678539226, 48.11763307331151], [-1.82024998415905, 48.117545799518616], [-1.819945601480906, 48.116440649998566], [-1.820529586503016, 48.11638931381577], [-1.820799217379539, 48.11636845718571], [-1.820969434455, 48.1163753789395], [-1.821221085186644, 48.116404028846354], [-1.821435309993945, 48.11643397718321], [-1.821693400319395, 48.11648686808479], [-1.821764495115698, 48.11650740754355], [-1.821753811245216, 48.11654570501261], [-1.821819230765388, 48.1167760963004], [-1.821949677889667, 48.11710316050745], [-1.822066077987913, 48.11735340254364], [-1.822457596280505, 48.11733202668844], [-1.822244644356885, 48.117799206369575], [-1.822089302915127, 48.118145644957245], [-1.822530231013357, 48.11809705421359], [-1.822886251334826, 48.11806157551402], [-1.822623231928875, 48.1185445536886], [-1.822424700219851, 48.118902626894716], [-1.822069007293309, 48.118840943272744], [-1.822085877008364, 48.119034259295745], [-1.822079116339186, 48.11921667070764], [-1.822076664540799, 48.1192336255353], [-1.822154670994329, 48.11922873222524], [-1.822293349405847, 48.11922643122274], [-1.822239310688727, 48.119296195577384], [-1.821973451333528, 48.119266881470416], [-1.821441949824154, 48.119294034364664], [-1.820971151171043, 48.11931116007774], [-1.820635620668474, 48.11932549699842], [-1.820352984623056, 48.119331217292], [-1.820004832016683, 48.119324273022464]]]}";141;283;35131;5.29643264;PA 35131 14 M0001;;Permis d'aménager;3;;;Activités;Communale;En cours d'aménagement;Non;20160527MT;2017-09-05T10:09:21Z;ZA La Tertrais II;AM;20140919;20160330;;;Extension urbaine;;;;;;;
