rentrée;Rentrée universitaire;Niveau géographique;Unité géographique;regroupement;Regroupements de formations ou d’établissements;secteur;Secteur de l’établissement d’inscription;sexe;Sexe de l’étudiant;Nombre total d’étudiants inscrits;A des effectifs en formations de DUT;Nombre d’étudiants inscrits en DUT;A des effectifs en formations d'ingénieurs;Nombre d’étudiants inscrits dans les formations d’Ingénieur;diffusable;Données diffusables;secret;Données soumises au secret statistique;niveau_geo;Identifiant de l’unité géographique;Identifiant de la région;Identifiant de l'académie;Identifiant du département;Identifiant de l'unité urbaine
2007;2007-08;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;520.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;548.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;1062.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;549.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;2229.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;2;Feminin;124.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;904.0;non;;oui;904.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;2767.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;47353.0;oui;2346;oui;1529.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2009;2009-10;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;712.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;628.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;172.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Unité urbaine;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Unité urbaine;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Unité urbaine;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;330.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Unité urbaine;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;285.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Unité urbaine;Rennes;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;2;Feminin;153.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Unité urbaine;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;1651.0;non;;oui;1651.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Unité urbaine;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;209.0;non;;oui;209.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Unité urbaine;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;819.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Unité urbaine;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;4053.0;non;;oui;567.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;536.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2009;2009-10;Académie;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;676.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2009;2009-10;Académie;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;1620.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2009;2009-10;Académie;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;1377.0;non;;oui;1377.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2009;2009-10;Académie;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;41248.0;oui;4118;oui;4113.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;1821.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;538.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;967.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;55.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;493.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;751.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;1;Masculin;272.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;1118.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;1084.0;non;;oui;1084.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;3674.0;non;;oui;3674.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;50161.0;oui;2315;oui;1599.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;UNIV;Universités;PU;Établissements publics;2;Feminin;39546.0;oui;2315;oui;233.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2013;2013-14;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;148.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2013;2013-14;Unité urbaine;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;529.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2013;2013-14;Unité urbaine;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;352.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2013;2013-14;Unité urbaine;Rennes;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;1;Masculin;274.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2013;2013-14;Unité urbaine;Rennes;ESPE;ESPE;PU;Établissements publics;1;Masculin;331.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2013;2013-14;Unité urbaine;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;212.0;non;;oui;212.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2013;2013-14;Unité urbaine;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;737.0;non;;oui;737.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2013;2013-14;Unité urbaine;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;549.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2013;2013-14;Unité urbaine;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;4798.0;non;;oui;737.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2013;2013-14;Unité urbaine;Rennes;UNIV;Universités;PU;Établissements publics;1;Masculin;18123.0;oui;872;oui;233.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Commune;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;35238;R53;A14;D035;UU35701
2009;2009-10;Commune;Rennes;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;35238;R53;A14;D035;UU35701
2009;2009-10;Commune;Rennes;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;37.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2009;2009-10;Commune;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;35238;R53;A14;D035;UU35701
2009;2009-10;Commune;Rennes;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;35238;R53;A14;D035;UU35701
2009;2009-10;Commune;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;473.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2009;2009-10;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;1323.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2009;2009-10;Commune;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;4448.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2009;2009-10;Commune;Rennes;UNIV;Universités;PU;Établissements publics;1;Masculin;16821.0;oui;975;oui;102.0;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2010;2010-11;Commune;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;605.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2010;2010-11;Commune;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;585.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2010;2010-11;Commune;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;367.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2010;2010-11;Commune;Rennes;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;294.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2010;2010-11;Commune;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;438.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2010;2010-11;Commune;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;1397.0;non;;oui;1397.0;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2010;2010-11;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;1267.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2010;2010-11;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;528.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2010;2010-11;Commune;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;20622.0;oui;941;oui;1608.0;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2012;2012-13;Commune;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;741.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2012;2012-13;Commune;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;601.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2012;2012-13;Commune;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;463.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2012;2012-13;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;1384.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2012;2012-13;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;756.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2013;2013-14;Académie;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;1812.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2013;2013-14;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;586.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2013;2013-14;Académie;Rennes;ESPE;ESPE;PU;Établissements publics;1;Masculin;468.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2013;2013-14;Académie;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;276.0;non;;oui;276.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2013;2013-14;Académie;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;51712.0;oui;2326;oui;1796.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2008;2008-09;Commune;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;182.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2008;2008-09;Commune;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;113.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2008;2008-09;Commune;Rennes;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;565.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2008;2008-09;Commune;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;181.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2008;2008-09;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;626.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2008;2008-09;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;456.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2010;2010-11;Académie;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;186.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2010;2010-11;Académie;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;513.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2010;2010-11;Académie;Rennes;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;1358.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2010;2010-11;Académie;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;926.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2010;2010-11;Académie;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;1529.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2010;2010-11;Académie;Rennes;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;1066.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2010;2010-11;Académie;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;3660.0;non;;oui;3660.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2010;2010-11;Académie;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;256.0;non;;oui;256.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2010;2010-11;Académie;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;3925.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2010;2010-11;Académie;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;8947.0;non;;oui;1063.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2010;2010-11;Académie;Rennes;UNIV;Universités;PU;Établissements publics;2;Feminin;38558.0;oui;2298;oui;214.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2010;2010-11;Académie;Rennes;UNIV;Universités;PU;Établissements publics;1;Masculin;30061.0;oui;4080;oui;576.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2012;2012-13;Commune;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;140.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2012;2012-13;Commune;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;799.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2012;2012-13;Commune;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;612.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2012;2012-13;Commune;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;448.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2011;2011-12;Unité urbaine;Rennes;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;340.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2011;2011-12;Unité urbaine;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;500.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2001;2001-02;Commune;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;508.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2001;2001-02;Commune;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;241.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2001;2001-02;Commune;Rennes;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;70.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2001;2001-02;Commune;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;1352.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2001;2001-02;Commune;Rennes;UNIV;Universités;PU;Établissements publics;2;Feminin;23274.0;oui;584;oui;32.0;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2002;2002-03;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;87.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;162.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;800.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;1;Masculin;163.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;915.0;non;;oui;915.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;619.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;28657.0;oui;552;oui;949.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;UNIV;Universités;PU;Établissements publics;1;Masculin;17113.0;oui;950;oui;215.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Académie;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;1038.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;638.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Académie;Rennes;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;765.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Académie;Rennes;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;162.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Académie;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;2486.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Académie;Rennes;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;1688.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Académie;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;1060.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Académie;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;645.0;non;;oui;645.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2004;2004-05;Commune;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;538.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2004;2004-05;Commune;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;567.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2004;2004-05;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;1075.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2004;2004-05;Commune;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;3793.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2004;2004-05;Commune;Rennes;UNIV;Universités;PU;Établissements publics;1;Masculin;17525.0;oui;1033;oui;167.0;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2005;2005-06;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;720.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
