rentrée;Rentrée universitaire;Niveau géographique;Unité géographique;regroupement;Regroupements de formations ou d’établissements;secteur;Secteur de l’établissement d’inscription;sexe;Sexe de l’étudiant;Nombre total d’étudiants inscrits;A des effectifs en formations de DUT;Nombre d’étudiants inscrits en DUT;A des effectifs en formations d'ingénieurs;Nombre d’étudiants inscrits dans les formations d’Ingénieur;diffusable;Données diffusables;secret;Données soumises au secret statistique;niveau_geo;Identifiant de l’unité géographique;Identifiant de la région;Identifiant de l'académie;Identifiant du département;Identifiant de l'unité urbaine
2004;2004-05;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;538.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2004;2004-05;Unité urbaine;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;567.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2005;2005-06;Académie;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;1277.0;non;;oui;1277.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2005;2005-06;Académie;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;3644.0;non;;oui;3644.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2005;2005-06;Académie;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;7681.0;non;;oui;687.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2005;2005-06;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;1022.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2005;2005-06;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;375.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2008;2008-09;Commune;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;617.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2008;2008-09;Commune;Rennes;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;144.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2008;2008-09;Commune;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;322.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2008;2008-09;Commune;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;826.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2008;2008-09;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;640.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2010;2010-11;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;605.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;585.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;367.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;576.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;714.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;149.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;451.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;889.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;272.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;1;Masculin;152.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;1019.0;non;;oui;1019.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;212.0;non;;oui;212.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;571.0;non;;oui;571.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2010;2010-11;Unité urbaine;Rennes;UNIV;Universités;PU;Établissements publics;2;Feminin;23672.0;oui;543;oui;29.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2014;2014-15;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;545.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2014;2014-15;Académie;Rennes;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;164.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2014;2014-15;Académie;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;435.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2014;2014-15;Académie;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;928.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2014;2014-15;Académie;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;494.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2014;2014-15;Académie;Rennes;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;2;Feminin;92.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2014;2014-15;Académie;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;4260.0;non;;oui;4260.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2014;2014-15;Académie;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;3009.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2014;2014-15;Académie;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;3911.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2014;2014-15;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;156.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2014;2014-15;Unité urbaine;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;455.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2014;2014-15;Unité urbaine;Rennes;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;314.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2014;2014-15;Unité urbaine;Rennes;ESPE;ESPE;PU;Établissements publics;2;Feminin;915.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2014;2014-15;Unité urbaine;Rennes;ESPE;ESPE;PU;Établissements publics;1;Masculin;555.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2014;2014-15;Unité urbaine;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;1365.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2005;2005-06;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;141.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2005;2005-06;Unité urbaine;Rennes;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;599.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2005;2005-06;Unité urbaine;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;692.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2005;2005-06;Unité urbaine;Rennes;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;1;Masculin;192.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2005;2005-06;Unité urbaine;Rennes;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;202.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2005;2005-06;Unité urbaine;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;71.0;non;;oui;71.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2005;2005-06;Unité urbaine;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;446.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2005;2005-06;Unité urbaine;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;1062.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2005;2005-06;Unité urbaine;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;21513.0;oui;1034;oui;1768.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2005;2005-06;Unité urbaine;Rennes;UNIV;Universités;PU;Établissements publics;1;Masculin;17037.0;oui;1034;oui;162.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2006;2006-07;Commune;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;417.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2006;2006-07;Commune;Rennes;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;344.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2006;2006-07;Commune;Rennes;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;737.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2006;2006-07;Commune;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;686.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2006;2006-07;Commune;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;1450.0;non;;oui;1450.0;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2006;2006-07;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;1006.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2006;2006-07;Commune;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;27665.0;oui;502;oui;845.0;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2006;2006-07;Commune;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;20580.0;oui;1031;oui;1613.0;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2006;2006-07;Académie;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;1696.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2006;2006-07;Académie;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;461.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2006;2006-07;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;1019.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2006;2006-07;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;526.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2006;2006-07;Académie;Rennes;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;85.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2006;2006-07;Académie;Rennes;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;135.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2006;2006-07;Académie;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;2774.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2006;2006-07;Académie;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;48721.0;oui;2257;oui;1490.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2006;2006-07;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;95.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2006;2006-07;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;160.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2006;2006-07;Unité urbaine;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;642.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2006;2006-07;Unité urbaine;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;508.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2006;2006-07;Unité urbaine;Rennes;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;563.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2006;2006-07;Unité urbaine;Rennes;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;1;Masculin;177.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2006;2006-07;Unité urbaine;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;3591.0;non;;oui;508.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2006;2006-07;Unité urbaine;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;4657.0;non;;oui;83.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2007;2007-08;Commune;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;709.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2007;2007-08;Commune;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;186.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2007;2007-08;Commune;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;1049.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2007;2007-08;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;565.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2007;2007-08;Commune;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;26494.0;oui;504;oui;867.0;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2007;2007-08;Académie;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;1210.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;909.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;1;Masculin;386.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;155.0;non;;oui;155.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;10648.0;non;;oui;155.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;8364.0;non;;oui;904.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2007;2007-08;Académie;Rennes;UNIV;Universités;PU;Établissements publics;1;Masculin;28609.0;oui;4323;oui;465.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;2126.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Académie;Rennes;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;582.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2011;2011-12;Commune;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;409.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2011;2011-12;Commune;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;916.0;non;;oui;916.0;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2011;2011-12;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;512.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2011;2011-12;Commune;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;4707.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2015;2015-16;Académie;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;1896.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2015;2015-16;Académie;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;299.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2015;2015-16;Académie;Rennes;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;145.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2015;2015-16;Académie;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;959.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2015;2015-16;Académie;Rennes;ESPE;ESPE;PU;Établissements publics;1;Masculin;1023.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2015;2015-16;Académie;Rennes;GE;Grands établissements MENESR;PU;Établissements publics;1;Masculin;367.0;non;;oui;306.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2015;2015-16;Académie;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;48226.0;oui;4163;oui;5079.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2015;2015-16;Académie;Rennes;UNIV;Universités;PU;Établissements publics;2;Feminin;42356.0;oui;2394;oui;295.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2008;2008-09;Académie;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;1742.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Académie;Rennes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;905.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Académie;Rennes;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;43.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Académie;Rennes;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;829.0;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Académie;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;8806.0;non;;oui;86.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Académie;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;7288.0;non;;oui;645.0;oui;Données diffusables;non;Autres données;ACADEMIE;A14;R53;A14;;
2002;2002-03;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;535.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;138.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;316.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;518.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;456.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;452.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;94.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;654.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;110.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;332.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;413.0;non;;oui;413.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;1149.0;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2002;2002-03;Unité urbaine;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;21426.0;oui;950;oui;1741.0;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2003;2003-04;Commune;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;533.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2003;2003-04;Commune;Rennes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;180.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2003;2003-04;Commune;Rennes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;1314.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2003;2003-04;Commune;Rennes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;197.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2003;2003-04;Commune;Rennes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;1355.0;non;;oui;1355.0;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2003;2003-04;Commune;Rennes;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;463.0;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
